Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
40185.7338914778,5.949763033,5.753579051,4.01,37766.6675721373,529282.084392095
71227.3888146919,6.996436453,8.006614296,4.21,20096.2914171886,1455691.79650696
52444.8638625748,8.190784778,7.162284528,4.38,39288.4601460245,1371527.32701182
56825.7473261952,6.558666036,7.792875895,6.46,43474.7773788754,1231452.18888375
55621.8991039567,3.735941792,6.868290757,2.3,63184.6131472303,1102641.11402327
66510.0093229711,5.04681834,5.52758659,2.47,29293.6189518118,758262.612110653
62639.1598082764,5.550184071,5.457060935,2.27,27812.6859137657,476971.455942772
79452.8230581771,6.149033108,6.907296632,4.49,44852.0924950394,1706689.93975441
83137.3936421275,5.395238142,5.790228359,2.46,30482.5645874839,1079745.11850214
69143.4707589065,4.982273043,6.811614747,4.28,24405.2827202131,766594.339709698
68277.6727800225,5.930549621,5.411953103,3.46,38099.8674855061,905045.217706372
72251.0375547609,6.669852608,7.147346333,4.3,34878.5972528194,1425114.71776615
71373.9790353996,5.466350329,7.104610565,5.32,51509.5992916987,1512542.44107784
81503.4740601488,6.776381473,6.72443917,3.15,46674.3650067937,1650342.13064281
60569.1999335806,7.606682442,8.416866964,3.23,16351.2028740576,1112548.47898969
72683.5298750081,6.033750501,6.753219361,3.47,18539.1006975448,942508.962238668
73763.5661058835,6.416791877,7.721937078,4.43,38550.7073629278,1642844.64863559
75780.6211225091,5.100682906,7.090924494,4.45,34944.9817610417,1078713.22702937
77882.8770200518,6.105278889,7.036667012,6.01,27528.7464197504,1333865.43772014
70608.3722944738,4.438005316,7.281183442,3.36,24387.6078957103,684049.919311122
67782.8710940444,5.670682598,8.02778505,6.24,46608.2261171856,1311067.44566605
57714.7525346483,4.964759603,7.798048421,5.4,53100.9989082195,1172133.48684149
88613.8699012888,3.479985415,7.559136434,5.17,42905.0953806071,1419536.25894992
73559.4285626333,6.156990736,6.962139586,4.39,34374.5911996442,1288426.69390285
81775.6265461916,5.772011878,7.496476798,6.34,30070.7280609084,1500939.82656086
42462.0995873126,6.039003284,8.058236768,4.18,42191.7760164169,1000087.12063214
72096.8521118913,6.398037242,9.32133413,3.32,31584.3793734367,1457767.53264774
43921.9999871933,5.859730235,7.405887952,5.08,42250.7960319737,747933.486938614
64114.9583231158,6.615282097,7.33696283,3.32,25273.2078516788,1024738.28492698
77573.8707105031,4.977367374,8.005913674,3.09,39055.114262836,1517666.85451962
70036.8315343256,6.294500495,6.169512175,2.33,25064.267119673,953840.697602031
71183.7375052933,5.409874135,7.401814644,4.09,46955.0101292315,1375497.97292161
67315.5953724011,6.639948342,8.854531011,4.15,37811.2088751405,1645530.05594319
72813.8016867596,8.543764348,8.204047154,3.42,35014.8482141697,1727006.95067822
73023.3256097092,5.691798358,8.156580336,5,40512.8932674004,1597330.41148501
67569.8770549831,7.058241204,6.702655681,4.11,49054.8712969545,1688279.30811025
69972.8522498289,6.444044968,7.295573322,4.3,37815.4940353216,1398310.20014229
73231.0515939472,5.452384484,5.108517592,3.08,40788.1092783299,1100093.90927526
80577.7306842991,5.900963185,7.690169183,5.15,36463.0332683059,1505560.53997425
64754.5654488876,7.561983037,5.672823579,2.16,27143.0169224772,1105990.69377387
55435.6437804651,5.134472646,7.882091495,5.12,23503.1606396728,789043.851196604
65510.6600290474,4.340528836,5.43258873,2.26,45111.8113875574,756319.734044268
82855.9400038128,6.813064895,8.213717355,5.37,36954.3355567675,1856782.78292085
89338.4533739702,3.983346135,6.611314226,3.22,41264.9067154354,1222020.82133591
45990.1237417814,6.788986819,7.207150836,3.36,41553.8395623051,1043968.39944454
76801.4967776718,6.264613212,7.343435592,5.44,48481.6645063763,1673294.24619638
61606.9217374428,6.89584933,6.004365015,2.06,40496.0697689167,1325860.53342194
65428.3117026718,6.528543309,7.640040242,5.41,33141.3082261806,1236044.31555322
56697.5851477619,6.396024279,6.463455068,2.13,37973.3633399417,1030759.69983737
92151.6665837239,5.64091886,6.509836777,2.21,37067.6824586511,1609581.80429773
78555.9328505999,5.904536932,6.211583196,3.39,29758.9997226534,1292287.0948427
72204.1562155074,5.33803219,7.617082958,5.25,28943.1576355144,1057697.7028298
51741.8709697196,7.694068723,4.406835938,2.45,32730.9297119797,768152.791025373
71082.1127767221,7.608168694,6.69972914,4.36,31327.5188787349,1513427.55116436
71328.7044405138,6.62166574,6.93275635,4.36,28053.0163969778,1429497.61714166
67150.0606898152,6.442420803,7.842278374,3.01,39917.8788858015,1376969.92880029
59777.3726884461,4.681452167,5.709652814,2.43,37836.5178192622,614700.73714851
62725.4005403871,5.960139167,7.053248076,5.39,19750.6890810381,780608.993517457
65533.4149245086,5.948015641,6.727120954,4.37,25002.1922522596,856548.94412853
78293.7035613049,5.967157157,6.600855739,2.23,47125.532941608,1656080.08908926
74371.3368765634,6.720799207,6.728642775,4.27,33186.7017576599,1249914.07850972
56664.4043886143,6.924423085,6.236005985,2.13,28364.2866607879,817460.421624823
60058.9061544756,6.367112535,5.982669477,4.38,33581.8237089897,990893.16007157
63757.0514741248,5.805475824,8.084123474,4.1,27244.4391130161,972079.587553692
81026.6067773589,6.27811119,8.133307932,4.29,24407.2431755777,1349989.64672848
83683.360543484,6.083634063,7.167066817,3.48,38399.8357108722,1303542.28250808
56103.9170016296,4.725540703,4.129733361,3.4,41330.6085561845,593766.184767678
67454.2130965528,4.832160529,7.573134684,4.1,49237.4043239992,1243918.8107245
67631.2351435261,8.301924703,6.491297609,2.32,24624.6477968888,1395855.6562817
52988.0295956433,6.995183898,7.098708924,3.44,37791.0175134771,1112314.30291141
59549.9139091414,6.609092096,5.943765122,2.34,14906.2466208476,850010.181552731
58832.5040397952,5.819522121,7.559578681,5.13,30200.1065086131,931787.61793679
76717.3713362231,5.44085015,6.061395449,4.45,34944.0686046844,1011140.79926894
73422.8321960162,5.327629541,4.69394693,3.42,50997.6497074477,1190442.12274025
59128.3187746679,5.88630988,5.571042791,2.23,45592.3875761314,916140.221249743
65614.7848730533,5.343725251,7.610386208,6.5,39353.6839322159,1222045.09088746
68851.4020005339,7.060172147,6.771951062,2.34,22121.5472901562,1232156.01224821
43531.8565887058,6.451254749,6.885661622,2.14,37388.8526045522,652752.972709942
53763.5280108297,7.336375104,7.533218756,5.15,32306.6685190646,1219846.91850983
68948.4063284438,8.485443766,8.258065887,5.06,40078.5435667055,2050988.49667927
70795.2988492235,6.210044557,7.582601532,3.35,29887.4516808439,1359052.84576468
72443.694730065,5.045013623,8.000120823,6.22,31190.6706975358,1308773.07849935
82781.6493352588,5.668081747,7.511383044,4.14,39587.9529645558,1573998.90225966
67428.643559792,5.494795166,7.565060629,6.36,40897.025212822,1182980.60427171
65841.3087857729,5.587064649,6.490281845,2.07,48253.2766364797,1029861.62290085
72257.5095710798,5.046905795,6.713334011,4.32,33543.0480643278,1085943.0760246
74243.7468373945,6.25881632,7.802437608,4.27,40328.2334368435,1713351.3941515
71758.5876170872,6.17278582,6.909676901,2.2,42115.1460169198,1297619.34829872
67511.1273349609,6.671741423,6.801278162,3.36,23162.5473380327,1096052.86772002
71301.0070677692,7.281558213,8.452274921,4.03,44869.5069475613,1920527.52975565
55784.4753370571,8.118399939,6.176659565,2.34,29304.1722161775,1035171.0596408
66840.6953152303,6.705514007,7.044911118,6.28,32705.9493311513,1218011.06078783
58098.0498367105,7.356870637,6.449420818,3.42,43299.0107732845,1106705.01109054
66252.1447892278,5.238126269,5.709671827,3.14,33656.2309606729,664978.87377689
73226.2005120087,6.723350218,7.194271726,4.03,30464.0440368346,1316129.30905727
70138.5125577264,6.319456523,6.599789184,4.37,33434.1125891206,1398760.04650839
65041.6913063262,6.202875145,6.088335078,4.17,14486.8259523914,759799.875838966
68167.0798441769,5.981856487,6.658310366,2.47,13977.6297845059,776906.326934832
61300.7535177977,5.662525533,7.869698636,4.42,29408.9463916985,971928.986899036
65175.5482204376,6.578546624,6.711383338,3.45,29829.0628008201,1180091.4978197
79037.5215744165,6.043842699,6.572367699,2.24,30037.9913483717,1201785.6666718
75985.8047183072,6.439202554,7.385555041,5.34,50003.0865863686,1591234.77340678
35963.3308090629,3.438546514,8.264121726,3.28,24435.7773018628,143027.364452482
65069.9017207146,6.169046083,5.729563124,3.45,36778.2926400821,1091143.39876233
60712.1976894451,6.266859797,7.010051889,3.29,47783.3048899826,1249173.69117552
77456.191598936,7.188786556,8.038649955,3.29,45581.9216060644,2002028.6319987
61370.3234897575,6.529605446,6.606743697,4.3,20600.5110002698,824540.896367472
79863.2859363292,6.697263672,6.376060218,3.05,35048.2633384752,1511526.92112864
57980.954190195,6.150067074,8.195579098,6.31,25053.9749,994257.535224887
63600.6869929294,7.403052279,5.728417583,2.03,53539.1969522737,1345296.55443818
62113.5220707429,5.000496142,8.328555995,6.02,29401.1444629705,1166399.67179793
82810.8947856436,7.089076786,6.806536055,4.39,39779.6472297157,1820981.21912203
69380.8377685744,6.185505942,6.115470081,4.16,25327.6866962384,1023965.40341073
69632.0404580885,4.691106301,5.563805068,2.22,34641.5650847092,889385.90158426
60377.6071149017,3.987009788,7.035223614,4.06,29114.2881430611,616738.208331528
82103.4993376507,6.650746733,7.343427611,6.19,49015.2846485016,1784260.84872194
49856.2304961487,6.81845289,7.080153739,5.38,51528.8358521441,1050541.31394844
68386.9824973481,6.758728424,6.808714574,2.11,37894.6496789555,1389223.60712147
78288.9575883634,6.401757145,7.912674755,5.17,29197.3364953592,1423908.25792811
60762.46566,4.76898851,8.298090336,3.05,46303.3645953239,1069238.49970525
58913.3031489158,5.482266406,7.99448863,3.21,45563.7170138461,1007856.26624004
65580.0559662935,4.632527413,6.561204277,3,48220.3152334274,924346.164802417
77021.416504982,6.269371897,7.665643101,3.35,27855.3945419161,1453312.4679298
78276.5724273904,4.386270795,5.218507156,4.27,21371.9237869562,782656.080419571
71336.1500844001,4.893013125,7.701407169,3.22,25377.1367445772,803689.151938086
77528.1230003377,6.860067598,7.739400146,4.26,23976.7138535978,1439875.63983848
68195.0337493714,6.621485857,7.801897069,6.11,26921.6036465292,1270869.78317193
70834.0207107115,4.304375946,7.481930316,5.47,53490.1347840424,1347279.20721747
94670.0459160556,6.926414307,8.340524425,4.41,39522.9095703715,2186194.79257342
48524.4276900136,7.398109966,6.604115958,2.13,41554.0704029461,1082486.67928513
83403.4452458135,7.005353144,9.404851241,3.32,26319.7200098536,1700109.60753853
75219.0950168103,7.25142968,6.614439024,3.36,37863.5821769454,1623100.83987563
68145.9203857309,5.474098802,5.786855348,3.22,39187.7658326142,943309.448603954
84913.9767548808,4.759494793,6.514700261,2.17,46136.0299011163,1409684.48511891
82336.992453574,6.553922091,6.289606881,3.06,37965.3742068789,1326481.67468515
51962.1612410369,5.510917604,6.977103332,3.07,17403.0907479003,404643.602242693
57169.4154648297,5.959288964,6.373969073,4.36,47966.9168301658,1176655.08538132
57925.0446997057,3.214868146,6.988817742,2.33,43867.8445447278,633875.930209962
77905.8271893422,5.041209203,7.881143832,6,29282.5738140855,1390251.41993408
62714.5544335606,4.861475959,5.34005839,3.06,41998.5688799219,861138.183640131
64901.0310666889,4.460276088,6.734748724,3.41,47452.3854344838,1151233.09546094
51156.7394260679,5.594270942,6.976381319,2.39,25753.2831203055,686644.610408734
63766.7716402554,6.951789882,7.427873073,6.36,33036.1996207513,1261681.96081763
61460.9394917163,6.682596212,7.40003792,6.21,40814.9285128384,1327811.34262042
61907.5933452867,7.017837825,6.440255755,3.25,43828.9472074258,1339096.07724513
72805.1466518815,4.665514927,7.100443568,6.1,30874.6988626576,987355.96092124
66204.5650743381,5.594183137,8.589659889,5.1,36185.0500561395,1384478.30454825
74548.1430983304,6.353116423,5.116256419,3.23,40444.1911721132,1168919.40079419
76453.7946337697,6.221479753,5.899690352,4.22,51497.6657842583,1522099.83078893
79354.6176009844,6.194584199,5.364679403,3.32,31568.8956917762,1260374.9663435
70064.236578522,5.360253242,4.747499792,3.12,28122.2333815489,857762.316993493
74559.7166382805,5.17016265,6.859309643,2.2,29892.068430706,1126450.42617445
82321.7311116665,5.911488489,6.813649608,2.33,48616.2646252715,1574084.92698374
43526.8145876421,6.11901907,6.274272191,2.5,39760.2063999167,469262.815575215
71769.8588750605,6.067195467,6.849294596,4.18,28173.3944706581,1114169.03738301
89056.9211944718,3.410785658,7.121999355,5.5,60658.2958732078,1792368.62727458
66418.430570316,5.737583091,8.051738727,3.49,45319.9930394568,1383842.1850596
44439.8740143851,5.604261416,7.824070198,5.38,37934.9674326551,691318.240141279
69343.0093085399,5.921443805,9.141241979,5.3,30113.8326941448,1245070.33791015
95997.6710997587,6.685863208,6.993422378,3.43,47128.8809866026,2220799.06915617
62616.1658230908,4.844336296,6.80310024,2.3,31010.2214215384,854815.117501621
76393.8464843233,7.306675205,9.428035064,3.17,46361.6945820253,2092348.37722365
55840.1655981639,4.950202585,7.650712389,3.04,30795.1079932658,781213.066927618
69882.2739259536,5.646557664,5.64764585,4.35,19544.7519635988,726883.868948513
87099.1884870818,6.756372213,6.400685049,3.18,44581.7475778518,1640990.37846293
67716.7482223808,6.431119288,7.753988755,5.28,40562.1889476798,1535781.95982919
69624.7863355143,6.565275901,7.462821323,4.18,57644.2090749643,1737759.05002945
78706.6757352456,5.922854638,8.33451397,4.2,36414.7294450663,1550702.47840255
61321.5893637188,5.458032475,9.502520112,5.05,29888.7647124179,1348873.4268638
62709.7126728109,5.732425466,7.060947189,3.22,34182.4961739974,955445.853671163
66300.5052834895,6.671579548,8.282587474,6.13,38501.9550961742,1467910.56944261
75126.8050784555,8.008209502,7.845971202,5.09,36544.3185873567,1742938.77602318
68251.8353267939,8.335360241,7.07202455,6.02,38203.1735320823,1795630.91271501
85175.2006256206,7.750851661,7.271163222,3.11,3285.4505375209,1305972.21997808
62381.9232862296,6.777764029,9.794898314,6.19,31391.2684676111,1433542.02127753
69099.4035122311,5.600101651,5.40860478,3.49,37540.3100260857,921396.975254152
73246.8221824572,4.936845339,7.536187342,4.15,47332.1386239874,1405399.85509825
59901.8289542553,5.685544439,8.043199844,6.49,30210.7646553651,1088548.82655388
55038.05911,4.469567273,8.852673819,5.09,27701.0206519012,738030.649864538
69505.111509587,7.352350453,10.75958834,5.14,48112.2001743489,2235294.71826975
67964.8317767215,7.025035017,6.210030142,3.27,52831.1531141525,1564252.52573749
71112.3502964807,5.612677071,7.419542404,4.26,24134.413995578,1309937.39876643
76759.2692796688,7.983741986,7.613237025,5.26,23752.3610088561,1660770.00171221
82988.4274526424,6.099322338,8.47338077,5.12,31142.8420257211,1485418.10226108
71106.7380407252,5.460238285,5.962612283,4.39,25861.9282298604,886124.725640373
75516.4627814755,6.186440468,6.288751536,4.47,35521.0491807771,1411024.04390918
60805.1033047911,4.170949099,7.347941423,3.16,31185.8833323219,671343.94179278
61865.4232183793,5.890156539,6.220692269,2,41492.1801677661,992585.382325681
64241.7922292846,5.328137978,7.253737124,6.01,27768.5845549217,944590.158834695
77697.2356484419,6.138120631,7.267847632,4.35,40523.2893008928,1399909.04869688
63044.4600960962,5.935261392,5.913453615,4.1,32725.2795435749,865099.523372329
74102.4908597829,6.206707265,6.682487909,4.38,43971.5141351414,1394423.55564399
62514.1085566643,4.931569621,6.194068363,3.35,40891.6156275191,813807.6997
63237.5657570604,7.426296989,5.300989403,2.06,55849.9480591365,1316180.49359149
75951.4524911609,5.440611043,6.999579342,3.09,31125.5587298856,1212205.34065262
66803.0163647589,6.251245416,8.750872171,5.07,57970.2427895047,1769484.8931097
45347.1506816945,5.521608814,7.088619391,4.43,31335.5950218877,541953.905680242
67722.8463631605,6.89577421,7.397590147,4.27,37869.9368124001,1494101.44471954
58108.488781182,4.633538535,5.495635406,3.24,37642.0265529138,856022.862463861
60871.6037814749,6.029590406,7.282537332,6.2,38111.3530161562,1427842.50623368
76087.1541852535,5.039400288,7.854884014,5.03,27616.0954548313,1228138.1291209
73965.3702708157,5.121333053,6.931703177,2,34440.6406515515,1168627.6508345
69931.4011,6.099506571,5.178628479,2.28,52079.1881826374,1389287.47386999
77316.1913506699,4.128267302,5.715441059,2.36,51096.8885458588,1243981.94585794
76896.7870313502,4.349592232,8.608456811,4.4,52733.9879839281,1584439.71283212
76919.3007220355,4.778495431,7.551058857,4.05,52945.8434224921,1622837.3530338
64402.1282467905,5.601503368,8.274193678,4.06,24965.902162664,1031146.75455453
58410.5719100905,7.89377834,5.908601199,4.42,31189.3640709919,1098518.13368549
53427.8753681342,5.804315611,7.665601844,3.26,34538.7549246578,909781.466768219
73649.3969643465,6.471256486,5.667117321,4.07,47992.3447437251,1431517.43889219
93455.9529565773,4.754963035,6.80690822,2.15,31135.5134900054,1636996.07360339
75843.3030390063,5.768478785,6.989189234,4.1,61126.7320720183,1658974.56696392
62021.2035488435,5.951022992,8.351675153,5.19,35276.6525716894,1168887.45933278
77064.2576265254,6.680591866,7.734862029,3.38,43570.9420154365,1720258.77712467
77785.1926099814,4.254128346,5.865544034,2.09,43301.3259637897,1129408.87012587
61784.0649364095,6.016967885,6.031560914,2.35,27725.8556564127,778836.922904542
78827.005259713,5.864956336,6.465128863,4.41,32865.0279813279,1276471.5809718
64767.8676982982,4.676070219,7.132170434,5.3,26414.7474216583,839426.122179982
51457.3763049505,6.011529119,6.84053592,3.46,42889.6661025027,794075.861502829
66233.8622586169,6.907393959,7.09020352,6.33,29548.1898891709,1372549.78249221
72196.3354854188,5.47890656,5.986455183,2.19,32255.9083022935,1084539.3870624
50926.7766338628,4.507953424,6.154788048,4.01,33663.6692440211,211017.970494756
56086.57393,7.119264731,7.836759091,3.02,33454.084284972,1186372.1785061
68985.1527375576,5.754108522,8.382275147,6.45,16288.3145722646,1140918.80546592
48855.8513541284,7.723274916,8.391225256,5.12,49890.5082753274,1471828.1288399
63499.8351650158,4.397922947,6.134831392,3.39,38263.4842309994,803259.612559413
73218.3513613123,5.433298628,6.572988175,4.33,34818.7184199186,1124719.49016535
83637.5330937903,6.430984273,6.257289049,2.13,25962.7711794742,1396401.02150011
48879.0980934722,6.157261017,8.040754516,3.39,30730.4015116124,802274.128946526
77187.848353123,6.269795191,6.774004675,4,35106.5461447725,1646662.91068116
72441.3770144945,6.343953016,6.571655417,4.26,38368.2802776431,1202621.17841614
57812.8438325377,4.312820313,7.773969252,5.1,46060.3699316283,1066768.00005863
64811.1713928483,6.193441139,6.952699366,3.46,40549.3568053931,1153135.22029401
86563.0968378292,5.245242456,7.984941298,4.03,44920.2455455502,1706110.85999305
86586.8724375443,4.83694235,6.986339202,2.1,40282.0366374891,1543913.43251327
49601.0616347868,4.48211105,5.617544353,2.08,33836.9280631555,302307.401060498
71920.6787771934,6.726672923,7.614547384,6.17,26341.0955719002,1134055.40305794
68355.4421741828,7.007744694,6.610356603,4.29,38950.1552172948,1352756.7526296
64350.2845709922,6.761202557,7.128709606,3.03,69592.0402359854,1772390.5532732
61481.2052080922,4.822577579,7.427780103,3.4,39586.383513376,1014450.65379309
39294.0365233161,5.928585443,5.960675668,4.36,43183.5161036763,781137.461830519
59078.5142871259,6.042080099,5.921795631,4.1,34655.9399070991,921238.358332974
57972.5618319994,4.97877301,6.548997789,4.36,40092.5162028214,790555.520446323
79689.7233822957,5.916946406,6.784153511,3.44,38313.8289185174,1420648.28086982
47018.067111718,5.286433379,6.767379403,4.1,23925.621468269,377618.969901418
56252.2432388309,5.479987314,6.404475409,4.16,44305.7221635636,945079.532302081
65741.3976425177,7.429961382,7.129217811,4.05,37647.6660436454,1630952.88355637
53066.372268758,6.75457107,8.062651631,3.23,19103.1271149267,1009972.08347336
71368.0440190785,6.014408815,7.025588107,6.21,35376.9907328118,1372806.61636634
40752.7142433209,5.507106334,6.503331288,4.12,41565.0260812336,560598.538430964
64296.5041791814,7.125630492,8.084430401,5.4,37562.548061499,1484653.88407031
50172.57073,6.33456811,7.346448516,4.38,32764.4359140308,940138.961398731
70564.7203474433,6.720829754,6.754620969,2.42,37339.5558955634,1354077.49823771
67866.8999285294,5.393977714,9.359022454,5.44,43122.5741759886,1400961.27878845
77106.5001226324,7.123866349,5.832411835,2.28,36215.1594243723,1426832.04892582
74418.4738929638,5.667783745,6.164151449,4.32,27089.0491673052,1031737.38481276
58002.7153080754,7.278803441,7.775049238,6.36,30249.030417779,1244248.52494599
63217.1724285543,6.981741643,5.139219089,2.07,31925.67536,1070868.06653046
49740.1820931337,4.748619773,6.756554547,4.42,25545.9239439724,493350.031167589
75361.2375737752,5.546206589,7.770046179,3.24,23530.9063087989,1228323.22490594
62594.9790903123,5.493365974,7.962687651,3.35,46459.2510042407,1427026.94502101
62212.5596536409,7.346083967,7.798975122,6.06,40620.6629990055,1504664.2808397
60610.6106373523,4.019356939,5.539636424,4.09,49512.9093233538,689155.568427917
82777.0693207582,5.23519491,7.896371961,5.26,42582.9346668427,1481171.23447874
50716.0438833557,6.437928611,8.06369476,5.36,35879.9136669996,1092649.70882995
61905.9594267073,5.685730962,7.483381611,6.15,36380.570326955,962581.688327075
68246.9278268078,3.907090367,7.175401501,3.28,24553.4598666289,688479.292591021
85174.0417605382,4.977651243,5.987958372,4.01,38773.0208195078,1363106.12528245
63342.8498090949,4.999189324,6.239560863,2.36,25009.0605200179,826328.108352669
74022.0532742141,5.896128881,7.521358532,4.14,36533.8377792333,1434575.10990828
78866.665247184,6.331004889,6.83423618,3.44,39816.7491134909,1509422.57994316
71721.4213772301,2.683042903,7.583527004,6.26,10704.8219086214,395440.202154427
76076.2907043906,6.213168556,7.953781094,6.49,46298.3161070103,1765809.4320663
52568.679321629,7.147855954,6.561958811,2.33,38555.0675753776,1135676.18310429
69851.7058069032,5.817615375,7.629224694,3.03,19560.2134911108,1006227.53499553
58068.9055006092,5.443883946,6.263176695,3.15,29519.8847725013,576387.17522213
60134.2660875037,4.259678188,8.337627487,3.09,39200.8665697267,1044615.52161015
72967.5412325452,6.021239386,6.97573331,4.02,49140.6690143732,1765352.36590711
63820.3964847432,7.31980876,6.287213171,3.31,28737.1107559076,1049632.18068352
78700.9712749772,6.927794005,7.266297176,4.35,35193.9164816324,1456969.57682195
62806.2951645738,5.614666403,8.335418626,4.45,33498.9317567009,1331374.94761773
71595.1772834589,6.628833582,8.050035966,5.26,37271.1560252381,1779874.75376282
85441.4888690887,4.798258666,7.127673979,6.13,46302.4015871284,1601152.93224701
86562.1788738895,7.188637589,7.360455285,5.19,32621.1048480956,1702528.79401861
74646.846555202,4.530556542,6.451146228,4.36,36679.1874274114,1123765.3462532
63686.2598923982,5.938427863,8.763599419,3.49,18163.7736166352,1042144.23091653
60530.7318966193,4.436177367,7.670800219,4.3,34043.2265471278,869026.58199881
74826.3055619344,5.505002199,7.399877695,6.08,32639.6380314955,1352993.62478585
71639.2969129741,6.569124436,5.614572016,3.44,28995.0930529565,945931.193626484
81439.2000172334,5.809960591,7.282240151,5.26,37565.5405217178,1653381.313
85297.1988581813,4.861034546,5.596366581,2.26,28319.6334308583,1258957.61999391
64044.1896202427,4.581613523,5.875689352,4.1,32940.7947815015,724121.673384089
67828.4798551149,5.018114508,8.636107723,5.17,34981.3940013669,1067871.68677191
60028.0824467632,5.121560597,6.173060324,3.29,36651.5194674034,842235.803352912
63700.2624728113,5.375149492,7.723659864,6.2,38397.5669482935,954154.206899423
74010.1636051713,6.447052039,6.245523075,2.04,46239.1701325969,1356691.38720207
67094.1970724119,5.346436832,7.374606574,4.18,30022.5371725596,1202992.88412315
66714.6758803261,6.928767557,7.907488631,6,53185.2003465835,1502447.91672879
72745.4547305215,7.642474304,7.083621576,4.14,53000.7680906328,1947338.44013525
79923.8118842936,4.971327902,7.00318762,5.48,33828.4548764249,1153516.91900346
48510.9101270763,6.410976784,4.729553626,3.22,31451.0930100674,414165.220360826
50534.3459836994,6.664544241,5.014301356,4.18,26627.3864717906,723089.952526648
55543.5200937539,6.793799381,7.87230271,5.41,40063.4210962623,1193482.50309296
85466.3902552229,5.594194544,4.794561406,3.19,38191.032274287,1380602.55558134
48735.9245124086,5.543729665,6.091906,2.43,19682.3472948179,151527.082626555
76388.5519582145,5.588038153,6.845532332,2.2,36841.1761427028,1114729.72452353
73279.0309042241,5.902295849,8.077577938,3.01,13981.4354855472,984421.225279462
64661.9302758493,4.656695745,5.660253117,2.44,49457.1793727689,875904.528593998
59390.34682,5.664970501,6.750871993,4.31,28995.9641398369,788427.839919812
66064.5328234574,6.65956175,6.881398143,4.4,44561.3335923166,1444701.32791986
72488.1596902924,5.643639139,8.205294206,4.03,41199.2522255467,1450393.53041457
70793.7196657567,4.608455549,6.394093592,3.43,19908.1307395844,921321.015046887
78241.0753807127,5.642006715,8.983474499,6.28,20547.6186352935,1160146.17127009
72752.6804501217,6.09860088,8.246621014,6.34,24944.3417714907,1222689.52337959
78963.8941422247,6.859245122,5.734998914,3.2,59974.6265899342,2004396.37230369
49775.4059465733,5.305107848,6.178535053,2.24,23557.3616541053,454055.655852681
87768.4047398161,5.053542724,6.541375695,2.31,45801.4331946553,1698198.751
65449.3547810767,7.176349294,5.911953083,4.05,34828.4285159679,1193106.94019802
85193.9815714069,6.072995729,4.43037246,4.42,38784.856861064,1275403.46417926
67933.031116058,3.640221786,6.637068549,2.37,42772.163289658,810751.725041378
50316.8869692381,6.877123174,7.238912329,3.5,25201.550489292,642862.713756638
53974.5459452459,5.767672653,6.600037146,4.13,41441.7525402454,1086825.75393306
63049.9748882033,5.560578582,6.194545542,3.42,24985.9779986068,773360.69798721
85906.9121117556,6.538092759,7.059952049,5.36,21331.9825249988,1500962.61511429
62355.3537779259,5.443119457,5.424239418,4.35,23767.8563268472,768301.802025962
64749.7954813571,7.221284713,8.408981112,4.39,49537.3453120124,1781211.41414885
75072.9946133734,5.635390224,9.053748361,5.02,27494.2964072466,1420469.72651892
79345.3914066028,5.27382605,7.205994888,3.25,37573.575420846,1380215.51522475
67682.7288948178,5.939367843,6.46801691,4.05,37028.6962208925,1090805.37401713
57869.2684795771,5.625298604,7.601621871,3.39,31818.9325651297,886815.943597085
60027.5608566822,5.09845805,6.0318426,3.34,54738.6296908618,1007224.92884621
71146.4893270779,6.651755441,5.914977244,3.44,22875.6933399197,1077754.22596212
52455.3658445573,7.374075502,7.230652645,6.09,35143.2033781698,1253648.3243637
66967.3984648674,3.930198546,5.982743948,3.46,51554.7614098403,1102943.35144492
59013.4034701258,5.443617288,5.854419882,2.16,28264.006599134,744132.704165521
70370.5036771194,7.442513108,8.023025989,6.18,53832.1415469176,1845630.07082289
66989.7317779228,5.126392437,5.54403175,3.13,37017.0963482357,873588.129687006
64050.3507959474,5.17624248,6.543412681,3.15,29083.721707971,755678.330107395
71195.2628375567,6.270889733,4.970758233,2.38,29508.4905282947,1101826.3145403
82866.3991813999,4.605077351,7.82640273,4.03,41166.8603071793,1618994.27644467
60826.6059557548,6.383383417,6.255855255,3.18,36892.6233006928,1127873.57747254
65543.3385407228,3.945932446,7.424296722,6.38,28939.0388404107,749847.19044602
62902.2554923503,6.577966456,6.711162807,3.4,27321.0329313997,984672.299815937
59030.1725499202,6.157624922,5.300798456,2.26,22803.0997110082,534077.455475921
66320.4508154632,5.289123362,7.534536505,5.06,36145.2098340528,1242114.10087935
68964.676858734,6.413978321,6.969909983,3.39,37587.9443065863,1273631.26707271
68994.1784458786,6.190475601,7.105546436,6.45,30609.6527144981,1095597.9438335
58517.0620120282,7.616703734,7.648963666,6.35,30888.8027214688,1364738.29621138
65018.5412083816,5.981192808,6.449329987,3.2,32580.7801831553,1037147.46740242
74656.8942380475,6.115160124,7.721848678,4.17,22602.1335701063,1228517.20720762
57697.0753790208,5.858178751,6.806409387,2.15,18281.7377723687,759360.654769223
69234.7225953933,6.39900372,6.162871422,3.24,38322.0980278814,1140579.61789309
63015.6874642548,5.797958848,6.087284207,3.39,26673.8818856943,810741.518507977
